Topic,DataValue,Stratification1,Location
Cancer,1.4,Female,Massachusetts
Cardiovascular Disease,1.4,Age 0-44,Texas
Chronic Obstructive Pulmonary Disease,1.42,"Asian or Pacific Islander, non-Hispanic",Illinois
Chronic Obstructive Pulmonary Disease,1.47,Overall,Alaska
Chronic Obstructive Pulmonary Disease,1.49,"Asian or Pacific Islander, non-Hispanic",Illinois
Cardiovascular Disease,1.5,Age 0-44,Ohio
Asthma,1.5,"White, non-Hispanic",Mississippi
Diabetes,1.5,Male,New Jersey
Asthma,1.5,Female,Pennsylvania
Diabetes,1.5,Male,Utah
Asthma,1.5,Age 45-64,Minnesota
Asthma,1.5,Overall,Wisconsin
Asthma,1.5,Overall,New York
Diabetes,1.5,Female,New Jersey
Cancer,1.5,Female,Minnesota
Asthma,1.5,Female,Iowa
Asthma,1.5,Female,Oklahoma
Diabetes,1.5,"White, non-Hispanic",Pennsylvania
Cardiovascular Disease,1.5,Age 0-44,North Carolina
Asthma,1.5,"White, non-Hispanic",Oklahoma
Cancer,1.5,Female,Rhode Island
Cardiovascular Disease,1.5,Age 0-44,California
Diabetes,1.5,"White, non-Hispanic",Nebraska
Diabetes,1.5,Overall,California
Cancer,1.5,Hispanic,Georgia
Diabetes,1.5,"White, non-Hispanic",Louisiana
Asthma,1.5,Age 45-64,Tennessee
Asthma,1.5,Female,Mississippi
Diabetes,1.5,"White, non-Hispanic",Mississippi
Cancer,1.5,Overall,Connecticut
Asthma,1.5,Female,North Carolina
Cardiovascular Disease,1.5,Age 0-44,Arizona
Diabetes,1.5,"White, non-Hispanic",Massachusetts
Asthma,1.5,Age 45-64,Florida
Cancer,1.5,Overall,Minnesota
Diabetes,1.5,Overall,Missouri
Asthma,1.5,"White, non-Hispanic",Idaho
Diabetes,1.5,Overall,Colorado
Diabetes,1.5,Age 0-44,Nevada
Diabetes,1.5,"White, non-Hispanic",Utah
Cancer,1.5,"Asian or Pacific Islander, non-Hispanic",Massachusetts
Asthma,1.5,Age 45-64,Maryland
Cancer,1.5,"Asian or Pacific Islander, non-Hispanic",Maryland
Asthma,1.5,"Black, non-Hispanic",Florida
Cardiovascular Disease,1.5,Age 0-44,Missouri
Asthma,1.5,Overall,Nevada
Diabetes,1.5,"White, non-Hispanic",Florida
Diabetes,1.5,Male,Missouri
Cancer,1.5,Overall,Rhode Island
Diabetes,1.5,Age 0-44,Kansas
Cardiovascular Disease,1.5,Age 0-44,Oregon
Asthma,1.5,Male,Mississippi
Diabetes,1.5,Age 0-44,Tennessee
Cardiovascular Disease,1.5,Age 0-44,Kansas
Asthma,1.5,Overall,Iowa
Asthma,1.5,Female,Oregon
Cancer,1.5,"Asian or Pacific Islander, non-Hispanic",Washington
Diabetes,1.5,Age 0-44,Ohio
Alcohol,1.5,Age 0-44,Pennsylvania
Cancer,1.5,"Asian or Pacific Islander, non-Hispanic",Georgia
Asthma,1.5,"White, non-Hispanic",Washington
Asthma,1.5,Female,Massachusetts
Diabetes,1.5,Female,North Carolina
Diabetes,1.5,Overall,New Jersey
Asthma,1.5,Female,Virginia
Diabetes,1.5,Male,Massachusetts
Cardiovascular Disease,1.5,Age 0-44,Ohio
Alcohol,1.5,Age 0-44,New Jersey
Diabetes,1.5,Female,Iowa
Chronic Obstructive Pulmonary Disease,1.5,Overall,Alaska
Cardiovascular Disease,1.5,Age 0-44,Wisconsin
Cardiovascular Disease,1.5,Age 0-44,Missouri
Diabetes,1.5,"Asian, non-Hispanic",Texas
Cancer,1.5,Overall,North Dakota
Asthma,1.5,Age 45-64,Arizona
Cardiovascular Disease,1.5,Age 0-44,Maryland
Asthma,1.5,Female,Tennessee
Asthma,1.5,Overall,Mississippi
Asthma,1.5,Female,Arizona
Asthma,1.5,Female,Maryland
Asthma,1.5,Female,New Jersey
Cancer,1.5,Female,Connecticut
Cancer,1.5,"Asian or Pacific Islander, non-Hispanic",Massachusetts
Asthma,1.5,Female,Wisconsin
Asthma,1.5,Age 45-64,New Jersey
Cancer,1.5,Female,North Dakota
Chronic Obstructive Pulmonary Disease,1.53,"Asian or Pacific Islander, non-Hispanic",Washington
Chronic Obstructive Pulmonary Disease,1.54,"Asian or Pacific Islander, non-Hispanic",New Jersey
Chronic Obstructive Pulmonary Disease,1.55,"American Indian or Alaska Native, non-Hispanic",New Mexico
Chronic Obstructive Pulmonary Disease,1.58,"Asian or Pacific Islander, non-Hispanic",Texas
Chronic Obstructive Pulmonary Disease,1.59,Female,Alaska
Asthma,1.6,Age 45-64,Indiana
Cancer,1.6,Hispanic,Colorado
Asthma,1.6,Overall,Oregon
Cancer,1.6,"Asian or Pacific Islander, non-Hispanic",Texas
Diabetes,1.6,Female,Washington
Cancer,1.6,"White, non-Hispanic",North Dakota
Diabetes,1.6,Overall,Mississippi
Cancer,1.6,Female,Utah
Alcohol,1.6,Age 0-44,Georgia
Cancer,1.6,"Asian or Pacific Islander, non-Hispanic",Florida
Diabetes,1.6,Female,Virginia
Diabetes,1.6,"White, non-Hispanic",Arizona
Diabetes,1.6,Male,California
Cancer,1.6,Female,North Dakota
Diabetes,1.6,Age 0-44,South Carolina
Asthma,1.6,Age 45-64,Ohio
Asthma,1.6,Female,New Jersey
Cardiovascular Disease,1.6,Age 0-44,Colorado
Cancer,1.6,Overall,Connecticut
Asthma,1.6,"Black, non-Hispanic",North Carolina
Diabetes,1.6,Male,Connecticut
Cancer,1.6,"Black, non-Hispanic",Kentucky
Cardiovascular Disease,1.6,Age 0-44,California
Asthma,1.6,Age >=65,Michigan
Asthma,1.6,Female,Indiana
Diabetes,1.6,"White, non-Hispanic",North Carolina
Asthma,1.6,"White, non-Hispanic",Arizona
Diabetes,1.6,Overall,Utah
Cancer,1.6,"Asian or Pacific Islander, non-Hispanic",Washington
Diabetes,1.6,"White, non-Hispanic",Colorado
Diabetes,1.6,Female,Maryland
Alcohol,1.6,Age 0-44,Massachusetts
Cancer,1.6,"Asian or Pacific Islander, non-Hispanic",Georgia
Asthma,1.6,Female,Alabama
Asthma,1.6,"White, non-Hispanic",Iowa
Diabetes,1.6,Female,Connecticut
Cancer,1.6,Female,Colorado
Diabetes,1.6,Male,Georgia
Cancer,1.6,Overall,Utah
Cancer,1.6,"White, non-Hispanic",Connecticut
Asthma,1.6,Overall,South Carolina
Cancer,1.6,Hispanic,Ohio
Diabetes,1.6,Female,Illinois
Diabetes,1.6,"White, non-Hispanic",Louisiana
Asthma,1.6,Overall,Minnesota
Asthma,1.6,Female,Michigan
Cancer,1.6,Overall,Maine
Cardiovascular Disease,1.6,Age 0-44,Texas
Asthma,1.6,Female,Minnesota
Cancer,1.6,"White, non-Hispanic",Utah
Cardiovascular Disease,1.6,Age 0-44,North Carolina
Asthma,1.6,Overall,Arizona
Diabetes,1.6,Female,Virginia
Diabetes,1.6,Age 0-44,Oklahoma
Cancer,1.6,Overall,North Dakota
Cardiovascular Disease,1.6,Age 0-44,Utah
Diabetes,1.6,Male,Florida
Diabetes,1.6,Female,Ohio
Cancer,1.6,Female,Connecticut
Diabetes,1.6,Overall,Louisiana
Diabetes,1.6,Overall,New York
Diabetes,1.6,Male,Arizona
Cancer,1.6,Hispanic,Georgia
Asthma,1.6,Age 45-64,Washington
Cancer,1.6,Hispanic,Nevada
Cardiovascular Disease,1.6,Age 0-44,New Jersey
Asthma,1.6,Male,New York
Cancer,1.6,Overall,Colorado
Cancer,1.6,"White, non-Hispanic",Rhode Island
Diabetes,1.6,Age 0-44,Nevada
Cancer,1.6,Female,Maine
Diabetes,1.6,Female,Connecticut
Diabetes,1.6,Female,North Carolina
Asthma,1.6,Female,South Carolina
Diabetes,1.6,Male,Michigan
Asthma,1.6,Overall,Oklahoma
Asthma,1.6,Overall,New Jersey
Diabetes,1.6,"White, non-Hispanic",Missouri
Asthma,1.6,Age 45-64,Illinois
Diabetes,1.6,Male,Pennsylvania
Cancer,1.6,"White, non-Hispanic",Maine
Diabetes,1.6,Overall,Maine
Cardiovascular Disease,1.6,Age 0-44,Indiana
Asthma,1.6,Age 45-64,Georgia
Cardiovascular Disease,1.6,Age 0-44,Michigan
Diabetes,1.6,Male,Oregon
Cardiovascular Disease,1.6,Age 0-44,New Jersey
Chronic Obstructive Pulmonary Disease,1.62,Male,Wyoming
Chronic Obstructive Pulmonary Disease,1.66,"Asian or Pacific Islander, non-Hispanic",Texas
Chronic Obstructive Pulmonary Disease,1.69,Male,Utah
Cardiovascular Disease,1.7,Age 0-44,Connecticut
Asthma,1.7,Age 45-64,New York
Asthma,1.7,Age 45-64,Wisconsin
Asthma,1.7,"Black, non-Hispanic",Louisiana
Cancer,1.7,"White, non-Hispanic",Montana
Diabetes,1.7,"White, non-Hispanic",North Carolina
Asthma,1.7,Female,Wisconsin
Cancer,1.7,Hispanic,Colorado
Diabetes,1.7,"White, non-Hispanic",Massachusetts
Cancer,1.7,Overall,Colorado
Asthma,1.7,Age 45-64,South Carolina
Cardiovascular Disease,1.7,Age 0-44,Missouri
Diabetes,1.7,Age 0-44,Nevada
Cardiovascular Disease,1.7,Age 0-44,Florida
Diabetes,1.7,Female,New York
Asthma,1.7,Overall,New York
Asthma,1.7,Female,Oklahoma
Asthma,1.7,Age 45-64,Massachusetts
Cancer,1.7,Female,Colorado
Diabetes,1.7,Age 45-64,Massachusetts
Diabetes,1.7,Hispanic,Texas
Asthma,1.7,Female,New York
Cardiovascular Disease,1.7,Age 0-44,Washington
Diabetes,1.7,Age 0-44,Tennessee
Cardiovascular Disease,1.7,Age 0-44,Indiana
Diabetes,1.7,Male,Colorado
Cancer,1.7,Female,Alaska
Cancer,1.7,"Asian or Pacific Islander, non-Hispanic",Florida
Diabetes,1.7,Age 0-44,Kentucky
Asthma,1.7,Female,Maryland
Diabetes,1.7,Male,Illinois
Cancer,1.7,Overall,Alaska
Cardiovascular Disease,1.7,Age 0-44,Oklahoma
Diabetes,1.7,Female,Washington
Cancer,1.7,"White, non-Hispanic",Maine
Diabetes,1.7,Overall,Massachusetts
Diabetes,1.7,"White, non-Hispanic",Michigan
Asthma,1.7,Overall,Hawaii
Diabetes,1.7,Overall,Virginia
Diabetes,1.7,"White, non-Hispanic",Ohio
Cancer,1.7,"White, non-Hispanic",Connecticut
Asthma,1.7,Age 45-64,Massachusetts
Asthma,1.7,Overall,Iowa
Asthma,1.7,Age 45-64,Pennsylvania
Diabetes,1.7,Overall,Oregon
Diabetes,1.7,Overall,North Carolina
Cardiovascular Disease,1.7,Age 0-44,Nebraska
Cancer,1.7,"White, non-Hispanic",Colorado
Diabetes,1.7,Overall,Ohio
Diabetes,1.7,Female,Massachusetts
Diabetes,1.7,"White, non-Hispanic",Virginia
Cardiovascular Disease,1.7,Age 0-44,Florida
Diabetes,1.7,Female,Oregon
Cardiovascular Disease,1.7,Age 0-44,Georgia
Asthma,1.7,Age 45-64,Virginia
Chronic Obstructive Pulmonary Disease,1.72,"Asian or Pacific Islander, non-Hispanic",California
Chronic Obstructive Pulmonary Disease,1.76,Female,Alaska
Chronic Obstructive Pulmonary Disease,1.77,Male,Washington
Chronic Obstructive Pulmonary Disease,1.79,Overall,Utah
Diabetes,1.8,Female,Minnesota
Diabetes,1.8,Age 0-44,Massachusetts
Asthma,1.8,Age 45-64,New Jersey
Diabetes,1.8,"White, non-Hispanic",New York
Diabetes,1.8,Female,Minnesota
Cancer,1.8,Female,Alaska
Asthma,1.8,Female,Oklahoma
Cancer,1.8,"Asian or Pacific Islander, non-Hispanic",New York
Cancer,1.8,Female,Wisconsin
Asthma,1.8,"Black, non-Hispanic",Alabama
Cardiovascular Disease,1.8,Age 0-44,Tennessee
Cancer,1.8,Overall,Wisconsin
Cancer,1.8,Hispanic,New Jersey
Cancer,1.8,Female,Maine
Cardiovascular Disease,1.8,Age 0-44,Nevada
Diabetes,1.8,"White, non-Hispanic",California
Cardiovascular Disease,1.8,Age 0-44,Colorado
Diabetes,1.8,Female,Oregon
Cancer,1.8,Female,South Dakota
Cancer,1.8,Female,Vermont
Cancer,1.8,Overall,Montana
Cancer,1.8,"White, non-Hispanic",Colorado
Diabetes,1.8,Female,Wisconsin
Cancer,1.8,Overall,Alaska
Cardiovascular Disease,1.8,Age 0-44,Colorado
Diabetes,1.8,"White, non-Hispanic",Maine
Cardiovascular Disease,1.8,Age 0-44,New Mexico
Diabetes,1.8,Female,Arizona
Diabetes,1.8,Female,Utah
Diabetes,1.8,"White, non-Hispanic",Connecticut
Cancer,1.8,"Black, non-Hispanic",Massachusetts
Asthma,1.8,"White, non-Hispanic",Arizona
Diabetes,1.8,Female,Pennsylvania
Cancer,1.8,Overall,Montana
Diabetes,1.8,Age 0-44,Alabama
Cancer,1.8,"White, non-Hispanic",North Dakota
Alcohol,1.8,Age 0-44,Maryland
Diabetes,1.8,Age 45-64,Missouri
Cancer,1.8,Overall,Vermont
Cancer,1.8,Female,Montana
Asthma,1.8,Age >=65,Florida
Diabetes,1.8,Female,Wisconsin
Asthma,1.8,Overall,Hawaii
Cardiovascular Disease,1.8,Age 0-44,North Carolina
Cancer,1.8,Overall,Rhode Island
Cardiovascular Disease,1.8,Age 0-44,Kansas
Cancer,1.8,Female,New Hampshire
Diabetes,1.8,Overall,New Hampshire
Cancer,1.8,Overall,Maine
Cancer,1.8,Female,Montana
Chronic Obstructive Pulmonary Disease,1.8,"Asian or Pacific Islander, non-Hispanic",Virginia
Cardiovascular Disease,1.8,Age 0-44,Ohio
Diabetes,1.8,"White, non-Hispanic",Maine
Asthma,1.8,Female,Mississippi
Diabetes,1.8,Overall,Kansas
Asthma,1.8,"Black, non-Hispanic",Texas
Diabetes,1.8,Age 45-64,Florida
Cancer,1.8,"White, non-Hispanic",Alaska
Diabetes,1.8,Female,Arkansas
Cancer,1.8,"White, non-Hispanic",Vermont
Cancer,1.8,Overall,New Hampshire
Diabetes,1.8,"White, non-Hispanic",Nebraska
Cancer,1.8,Overall,South Dakota
Cancer,1.8,Hispanic,Maryland
Asthma,1.8,Age >=65,Florida
Cancer,1.8,"White, non-Hispanic",South Dakota
Cancer,1.8,"White, non-Hispanic",Montana
Cardiovascular Disease,1.8,Age 0-44,Michigan
Diabetes,1.8,"Black, non-Hispanic",Georgia
Diabetes,1.8,Overall,Nebraska
Cancer,1.8,Female,Rhode Island
Asthma,1.8,"White, non-Hispanic",Oregon
Cardiovascular Disease,1.8,Age 0-44,Utah
Diabetes,1.8,Male,Ohio
Diabetes,1.8,"White, non-Hispanic",Kansas
Cancer,1.8,"White, non-Hispanic",Alaska
Chronic Obstructive Pulmonary Disease,1.83,"White, non-Hispanic",Utah
Chronic Obstructive Pulmonary Disease,1.85,Male,Utah
Chronic Obstructive Pulmonary Disease,1.85,Female,Utah
Chronic Obstructive Pulmonary Disease,1.85,Overall,Utah
Chronic Obstructive Pulmonary Disease,1.87,Male,Montana
Chronic Obstructive Pulmonary Disease,1.88,Female,Utah
Chronic Obstructive Pulmonary Disease,1.88,"Asian or Pacific Islander, non-Hispanic",Nevada
Chronic Obstructive Pulmonary Disease,1.89,"American Indian or Alaska Native, non-Hispanic",Arizona
Asthma,1.9,Overall,New Mexico
Diabetes,1.9,Overall,Arkansas
Diabetes,1.9,Overall,Montana
Asthma,1.9,Male,Mississippi
Asthma,1.9,Age >=65,Tennessee
Diabetes,1.9,"White, non-Hispanic",New Hampshire
Asthma,1.9,Age 45-64,Washington
Diabetes,1.9,"Black, non-Hispanic",Pennsylvania
Cardiovascular Disease,1.9,Age 0-44,Virginia
Asthma,1.9,"Black, non-Hispanic",Florida
Cardiovascular Disease,1.9,Age 0-44,Florida
Alcohol,1.9,Age 0-44,Pennsylvania
Diabetes,1.9,Female,California
Cancer,1.9,Overall,Iowa
Cardiovascular Disease,1.9,Age 0-44,Nevada
Diabetes,1.9,Overall,Wisconsin
Diabetes,1.9,Overall,North Carolina
Cancer,1.9,"White, non-Hispanic",Wisconsin
Asthma,1.9,Age 45-64,Missouri
Diabetes,1.9,Female,Ohio
Diabetes,1.9,"Asian, non-Hispanic",California
Diabetes,1.9,Female,Texas
Diabetes,1.9,Overall,Washington
Cardiovascular Disease,1.9,Age 0-44,Oregon
Cancer,1.9,"White, non-Hispanic",New Hampshire
Asthma,1.9,"Black, non-Hispanic",Georgia
Asthma,1.9,Female,Nevada
Cancer,1.9,Hispanic,Iowa
Diabetes,1.9,"White, non-Hispanic",New Jersey
Cancer,1.9,"White, non-Hispanic",Iowa
Cancer,1.9,"Asian or Pacific Islander, non-Hispanic",New York
Cancer,1.9,Hispanic,Maryland
Cardiovascular Disease,1.9,Age 0-44,California
Cancer,1.9,Overall,Idaho
Diabetes,1.9,"White, non-Hispanic",Illinois
Asthma,1.9,Overall,Mississippi
Asthma,1.9,Female,New York
Cardiovascular Disease,1.9,Age 0-44,Nebraska
Cardiovascular Disease,1.9,Age 0-44,Louisiana
Diabetes,1.9,"White, non-Hispanic",New York
Diabetes,1.9,Female,Missouri
Diabetes,1.9,"Black, non-Hispanic",Florida
Cardiovascular Disease,1.9,Age 0-44,Nebraska
Cancer,1.9,"Asian or Pacific Islander, non-Hispanic",Maryland
Alcohol,1.9,Age 0-44,Iowa
Cancer,1.9,Overall,Washington
Asthma,1.9,Hispanic,New York
Cancer,1.9,"White, non-Hispanic",Wisconsin
Asthma,1.9,Age 45-64,Maryland
Diabetes,1.9,Overall,Maine
Diabetes,1.9,Male,North Carolina
Cancer,1.9,Female,Idaho
Asthma,1.9,Age >=65,Missouri
Asthma,1.9,Age 45-64,Maryland
Asthma,1.9,Female,New Mexico
Cancer,1.9,Female,Wisconsin
Chronic Obstructive Pulmonary Disease,1.9,"White, non-Hispanic",Utah
Cardiovascular Disease,1.9,Age 0-44,Arkansas
Diabetes,1.9,Female,Michigan
Diabetes,1.9,Hispanic,Arizona
Asthma,1.9,"Black, non-Hispanic",Georgia
Asthma,1.9,"Black, non-Hispanic",Maryland
Asthma,1.9,Age 45-64,South Carolina
Diabetes,1.9,Male,Louisiana
Asthma,1.9,"Black, non-Hispanic",Louisiana
Diabetes,1.9,"White, non-Hispanic",Utah
Asthma,1.9,Overall,Nebraska
Diabetes,1.9,Female,New Mexico
Cardiovascular Disease,1.9,Age 0-44,Texas
Cancer,1.9,Female,Washington
Diabetes,1.9,Female,Louisiana
Asthma,1.9,Female,New Jersey
Diabetes,1.9,Age 45-64,New Jersey
Cancer,1.9,Female,Idaho
Diabetes,1.9,Overall,New Hampshire
Asthma,1.9,Female,Connecticut
Asthma,1.9,Age >=65,Florida
Cancer,1.9,Overall,Idaho
Asthma,1.9,Age >=65,Missouri
Cancer,1.9,Female,Iowa
Diabetes,1.9,"White, non-Hispanic",Wisconsin
Cancer,1.9,Overall,Wisconsin
Diabetes,1.9,Male,Virginia
Chronic Obstructive Pulmonary Disease,1.91,Male,Idaho
Chronic Obstructive Pulmonary Disease,1.94,"Asian or Pacific Islander, non-Hispanic",Washington
Chronic Obstructive Pulmonary Disease,1.98,Male,Montana
Chronic Obstructive Pulmonary Disease,1.99,"Asian or Pacific Islander, non-Hispanic",Nevada
Diabetes,2.0,Male,New York
Cancer,2.0,Hispanic,New York
Cancer,2.0,"Black, non-Hispanic",Kentucky
Diabetes,2.0,"Black, non-Hispanic",Mississippi
Cancer,2.0,Hispanic,Arkansas
Cancer,2.0,"White, non-Hispanic",Idaho
Diabetes,2.0,Hispanic,Pennsylvania
Diabetes,2.0,Female,Mississippi
Asthma,2.0,"Black, non-Hispanic",Texas
Cancer,2.0,Female,New Hampshire
Diabetes,2.0,Female,Illinois
Cardiovascular Disease,2.0,Age 0-44,Oregon
Diabetes,2.0,Overall,Delaware
Diabetes,2.0,"White, non-Hispanic",New Hampshire
Cancer,2.0,Hispanic,New Jersey
Diabetes,2.0,"White, non-Hispanic",Pennsylvania
Cardiovascular Disease,2.0,Age 0-44,Indiana
Cancer,2.0,"White, non-Hispanic",South Dakota
Chronic Obstructive Pulmonary Disease,2.0,Male,Idaho
Asthma,2.0,Female,Iowa
Cancer,2.0,Female,Washington
Diabetes,2.0,Female,Oregon
Asthma,2.0,Overall,Mississippi
Asthma,2.0,Age >=65,Missouri
Asthma,2.0,Age >=65,Pennsylvania
Cancer,2.0,Overall,New Hampshire
Cancer,2.0,Female,Iowa
Cancer,2.0,"Black, non-Hispanic",Washington
Diabetes,2.0,Age 45-64,Illinois
Asthma,2.0,Female,Mississippi
Asthma,2.0,Female,Washington
Cancer,2.0,"White, non-Hispanic",Idaho
Cancer,2.0,Overall,Wyoming
Diabetes,2.0,Male,Utah
Asthma,2.0,Age 45-64,North Carolina
Diabetes,2.0,Overall,Connecticut
Cancer,2.0,Female,Wyoming
Cancer,2.0,"White, non-Hispanic",Rhode Island
Cancer,2.0,Overall,Iowa
Cancer,2.0,"White, non-Hispanic",Maryland
Diabetes,2.0,Overall,New York
Alcohol,2.0,Age 0-44,Utah
Cancer,2.0,"Black, non-Hispanic",Massachusetts
Cancer,2.0,"White, non-Hispanic",Wyoming
Asthma,2.0,"Black, non-Hispanic",North Carolina
Diabetes,2.0,Female,Louisiana
Diabetes,2.0,Female,Kansas
Cancer,2.0,Hispanic,New York
Asthma,2.0,Age >=65,Michigan
Alcohol,2.0,Age 0-44,North Carolina
Asthma,2.0,Age 45-64,New York
Diabetes,2.0,"White, non-Hispanic",Illinois
Diabetes,2.0,Hispanic,Pennsylvania
Asthma,2.0,"White, non-Hispanic",Nebraska
Cardiovascular Disease,2.0,Age 0-44,Oklahoma
Cancer,2.0,Hispanic,Oklahoma
Diabetes,2.0,Male,Arkansas
Diabetes,2.0,"White, non-Hispanic",Oregon
Cardiovascular Disease,2.0,Age 0-44,Kentucky
Diabetes,2.0,"White, non-Hispanic",Louisiana
Cancer,2.0,"White, non-Hispanic",Iowa
Cardiovascular Disease,2.0,Age 0-44,New Mexico
Cancer,2.0,Overall,Washington
Chronic Obstructive Pulmonary Disease,2.0,Hispanic,California
Diabetes,2.0,Female,South Carolina
Chronic Obstructive Pulmonary Disease,2.02,Overall,Washington
Chronic Obstructive Pulmonary Disease,2.04,"White, non-Hispanic",Washington
Chronic Obstructive Pulmonary Disease,2.06,"Asian or Pacific Islander, non-Hispanic",Maryland
Chronic Obstructive Pulmonary Disease,2.06,Overall,Wyoming
Chronic Obstructive Pulmonary Disease,2.09,"Asian or Pacific Islander, non-Hispanic",Michigan
Cardiovascular Disease,2.1,Age 0-44,Massachusetts
Diabetes,2.1,Female,Iowa
Cancer,2.1,Female,Wyoming
Asthma,2.1,"Black, non-Hispanic",Pennsylvania
Alcohol,2.1,Age 0-44,Texas
Diabetes,2.1,"White, non-Hispanic",Virginia
Cancer,2.1,Female,Virginia
Cancer,2.1,Female,Virginia
Diabetes,2.1,Overall,Wisconsin
Asthma,2.1,Male,Mississippi
Asthma,2.1,Age >=65,Illinois
Cancer,2.1,Overall,Hawaii
Cancer,2.1,Female,Hawaii
Cancer,2.1,Overall,Virginia
Diabetes,2.1,Female,Colorado
Diabetes,2.1,"White, non-Hispanic",Maryland
Cancer,2.1,Overall,Wyoming
Cardiovascular Disease,2.1,Age 0-44,Minnesota
Asthma,2.1,Female,Arizona
Diabetes,2.1,Overall,Virginia
Diabetes,2.1,Overall,Rhode Island
Cancer,2.1,Female,Hawaii
Alcohol,2.1,Age 0-44,Florida
Diabetes,2.1,Overall,Florida
Diabetes,2.1,Female,New Jersey
Chronic Obstructive Pulmonary Disease,2.1,"White, non-Hispanic",Wyoming
Asthma,2.1,Female,Minnesota
Cardiovascular Disease,2.1,Age 0-44,Georgia
Diabetes,2.1,Male,Washington
Cancer,2.1,"White, non-Hispanic",Washington
Diabetes,2.1,Female,New Jersey
Diabetes,2.1,Female,Alabama
Diabetes,2.1,Hispanic,Florida
Asthma,2.1,"Black, non-Hispanic",Texas
Cardiovascular Disease,2.1,Age 0-44,Washington
Cancer,2.1,Female,South Dakota
Diabetes,2.1,Overall,Texas
Diabetes,2.1,Overall,Illinois
Diabetes,2.1,Age 0-44,Connecticut
Cancer,2.1,"White, non-Hispanic",New Hampshire
Cancer,2.1,Overall,Virginia
Diabetes,2.1,Female,New York
Asthma,2.1,Age 45-64,Illinois
Asthma,2.1,Age >=65,Texas
Cardiovascular Disease,2.1,Age 0-44,Oklahoma
Diabetes,2.1,Female,Nebraska
Alcohol,2.1,Age 0-44,Ohio
Asthma,2.1,Age 45-64,Minnesota
Diabetes,2.1,Overall,Massachusetts
Cancer,2.1,Overall,Hawaii
Diabetes,2.1,"White, non-Hispanic",Wisconsin
Diabetes,2.1,"White, non-Hispanic",Arkansas
Diabetes,2.1,Overall,Illinois
Diabetes,2.1,Age 45-64,Virginia
Asthma,2.1,Overall,Hawaii
Diabetes,2.1,"Black, non-Hispanic",Louisiana
Diabetes,2.1,Age 0-44,Utah
Diabetes,2.1,"White, non-Hispanic",South Carolina
Cancer,2.1,Overall,South Dakota
Cancer,2.1,Hispanic,Arizona
Diabetes,2.1,Age 45-64,Michigan
Cancer,2.1,"White, non-Hispanic",Wyoming
Chronic Obstructive Pulmonary Disease,2.12,"Asian or Pacific Islander, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,2.12,Male,Nebraska
Chronic Obstructive Pulmonary Disease,2.13,Male,Oregon
Chronic Obstructive Pulmonary Disease,2.15,Overall,Idaho
Chronic Obstructive Pulmonary Disease,2.16,"White, non-Hispanic",Nebraska
Diabetes,2.2,Overall,Washington
Cancer,2.2,"White, non-Hispanic",Virginia
Cancer,2.2,Hispanic,Indiana
Asthma,2.2,"Black, non-Hispanic",Virginia
Cancer,2.2,Hispanic,Alabama
Diabetes,2.2,Overall,Pennsylvania
Asthma,2.2,Female,Oregon
Asthma,2.2,Age 45-64,New York
Cancer,2.2,Female,Arizona
Cardiovascular Disease,2.2,Age 0-44,South Carolina
Diabetes,2.2,Male,Kansas
Cancer,2.2,"Asian or Pacific Islander, non-Hispanic",Hawaii
Asthma,2.2,"Black, non-Hispanic",Maryland
Diabetes,2.2,Overall,West Virginia
Asthma,2.2,Female,South Carolina
Cancer,2.2,"White, non-Hispanic",Washington
Diabetes,2.2,Female,Idaho
Cancer,2.2,Overall,Michigan
Cancer,2.2,Overall,North Carolina
Diabetes,2.2,Hispanic,Arizona
Cardiovascular Disease,2.2,Age 0-44,West Virginia
Asthma,2.2,"Black, non-Hispanic",Florida
Cancer,2.2,"Black, non-Hispanic",Wisconsin
Diabetes,2.2,Female,Michigan
Diabetes,2.2,Age 45-64,Connecticut
Cancer,2.2,Female,Michigan
Alcohol,2.2,Age 0-44,Utah
Cardiovascular Disease,2.2,Age 0-44,Tennessee
Cancer,2.2,"White, non-Hispanic",New Mexico
Cancer,2.2,"White, non-Hispanic",New York
Asthma,2.2,Age 45-64,Oklahoma
Cancer,2.2,Hispanic,North Carolina
Diabetes,2.2,Male,North Carolina
Cardiovascular Disease,2.2,Age 0-44,Idaho
Diabetes,2.2,Hispanic,California
Diabetes,2.2,"White, non-Hispanic",Ohio
Cancer,2.2,Female,Michigan
Cancer,2.2,Hispanic,Arizona
Diabetes,2.2,Overall,Michigan
Cardiovascular Disease,2.2,Age 0-44,Massachusetts
Cancer,2.2,"White, non-Hispanic",North Carolina
Cancer,2.2,"White, non-Hispanic",Virginia
Chronic Obstructive Pulmonary Disease,2.2,"White, non-Hispanic",Idaho
Diabetes,2.2,Female,Missouri
Diabetes,2.2,Male,Idaho
Cardiovascular Disease,2.2,Age 0-44,Kentucky
Cancer,2.2,Overall,Michigan
Cancer,2.2,Female,North Carolina
Alcohol,2.2,Age 0-44,Illinois
Cancer,2.2,"White, non-Hispanic",North Carolina
Alcohol,2.2,Age 0-44,South Carolina
Cancer,2.2,Hispanic,Arkansas
Diabetes,2.2,Overall,Connecticut
Diabetes,2.2,"White, non-Hispanic",Florida
Cardiovascular Disease,2.2,Age 0-44,Georgia
